Year,Local Government Area,Location Division,Location Subdivision,Location Group,Offence Count
2018,Moyne,3 Other,32 Financial,321 Bank,1
2018,Moyne,3 Other,32 Financial,324 Other Financial,1
2018,Moyne,3 Other,33 Retail,331 Chemist/Pharmacy,1
2018,Moyne,3 Other,33 Retail,3311 Restaurant/Fastfood,2
2018,Moyne,3 Other,33 Retail,3312 Other Retail,6
2018,Moyne,3 Other,33 Retail,332 Service Station,5
2018,Moyne,3 Other,33 Retail,333 Jeweller,1
2018,Moyne,3 Other,33 Retail,335 Supermarket,4
2018,Moyne,3 Other,33 Retail,337 Shopping Complex,1
2018,Moyne,3 Other,33 Retail,339 Milkbar,2
2018,Moyne,3 Other,34 Wholesale,341 Any Wholesale,1
2018,Moyne,3 Other,35 Warehousing/storage,351 Warehousing/Storage,1
2018,Moyne,3 Other,36 Manufacturing,361 Factory,4
2018,Moyne,3 Other,37 Agricultural,371 Farmland/Agricultural,18
2018,Moyne,3 Other,37 Agricultural,373 Other Agricultural,2
2018,Moyne,3 Other,38 Recreational,381 Licensed Premises,9
2018,Moyne,3 Other,38 Recreational,384 Sport Area/Facility,3
2018,Moyne,3 Other,38 Recreational,386 Other Rec./Sports,5
2018,Moyne,3 Other,39 Other location,392 Other Location (Not Elsewhere),16
2018,Murrindindi,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,1
2018,Murrindindi,1 Residential,11 Dwelling - private,112 House,171
2018,Murrindindi,1 Residential,11 Dwelling - private,113 Bungalow,6
2018,Murrindindi,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,13
2018,Murrindindi,1 Residential,11 Dwelling - private,116 Ministry Of Housing,1
2018,Murrindindi,1 Residential,11 Dwelling - private,117 Farm House,4
2018,Murrindindi,1 Residential,12 Dwelling  - non-private,122 Holiday Home,10
2018,Murrindindi,1 Residential,12 Dwelling  - non-private,123 Guest House,1
2018,Murrindindi,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,5
2018,Murrindindi,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,2
2018,Murrindindi,1 Residential,13 Grounds/surrounding land,1310 Farm Building,5
2018,Murrindindi,1 Residential,13 Grounds/surrounding land,132 Backyard,17
2018,Murrindindi,1 Residential,13 Grounds/surrounding land,133 Frontyard,22
2018,Murrindindi,1 Residential,13 Grounds/surrounding land,134 Garage,11
2018,Murrindindi,1 Residential,13 Grounds/surrounding land,135 Shed,24
2018,Murrindindi,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,2
2018,Murrindindi,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),1
2018,Murrindindi,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,20
2018,Murrindindi,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,6
2018,Murrindindi,2 Community,21 Education,211 School,6
2018,Murrindindi,2 Community,21 Education,212 School Grounds,6
2018,Murrindindi,2 Community,21 Education,213 Other Educational,6
2018,Murrindindi,2 Community,22 Health,221 Hospital,1
2018,Murrindindi,2 Community,23 Religious,231 Church,11
2018,Murrindindi,2 Community,24 Public Transport,246 Depot/Terminal,1
2018,Murrindindi,2 Community,25 Other Transport,251 Private Car,19
2018,Murrindindi,2 Community,25 Other Transport,255 Carpark (Single Level),11
2018,Murrindindi,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2018,Murrindindi,2 Community,26 Justice,261 Police Station,8
2018,Murrindindi,2 Community,27 Open Space,271 Parkland/Reserve,17
2018,Murrindindi,2 Community,27 Open Space,272 Rural,5
2018,Murrindindi,2 Community,27 Open Space,275 Other Open Space,6
2018,Murrindindi,2 Community,28 Street/footpath,281 Street/Lane/Footpath,95
2018,Murrindindi,2 Community,29 Other community location,292 Civic Centre,4
2018,Murrindindi,3 Other,31 Admin/professional,311 Business Office,1
2018,Murrindindi,3 Other,33 Retail,331 Chemist/Pharmacy,1
2018,Murrindindi,3 Other,33 Retail,3311 Restaurant/Fastfood,6
2018,Murrindindi,3 Other,33 Retail,3312 Other Retail,14
2018,Murrindindi,3 Other,33 Retail,332 Service Station,6
2018,Murrindindi,3 Other,33 Retail,335 Supermarket,19
2018,Murrindindi,3 Other,35 Warehousing/storage,351 Warehousing/Storage,5
2018,Murrindindi,3 Other,36 Manufacturing,361 Factory,3
2018,Murrindindi,3 Other,36 Manufacturing,362 Any Manufacturing,1
2018,Murrindindi,3 Other,37 Agricultural,371 Farmland/Agricultural,15
2018,Murrindindi,3 Other,37 Agricultural,372 Orchard,4
2018,Murrindindi,3 Other,37 Agricultural,373 Other Agricultural,4
2018,Murrindindi,3 Other,38 Recreational,381 Licensed Premises,21
2018,Murrindindi,3 Other,38 Recreational,384 Sport Area/Facility,6
2018,Murrindindi,3 Other,38 Recreational,386 Other Rec./Sports,4
2018,Murrindindi,3 Other,39 Other location,392 Other Location (Not Elsewhere),17
2018,Murrindindi,3 Other,39 Other location,394 Veterinary Clinic,1
2018,Nillumbik,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,34
2018,Nillumbik,1 Residential,11 Dwelling - private,112 House,689
2018,Nillumbik,1 Residential,11 Dwelling - private,113 Bungalow,6
2018,Nillumbik,1 Residential,11 Dwelling - private,116 Ministry Of Housing,7
2018,Nillumbik,1 Residential,11 Dwelling - private,117 Farm House,4
2018,Nillumbik,1 Residential,12 Dwelling  - non-private,123 Guest House,2
2018,Nillumbik,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,4
2018,Nillumbik,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,13
2018,Nillumbik,1 Residential,13 Grounds/surrounding land,1310 Farm Building,2
2018,Nillumbik,1 Residential,13 Grounds/surrounding land,132 Backyard,21
2018,Nillumbik,1 Residential,13 Grounds/surrounding land,133 Frontyard,112
2018,Nillumbik,1 Residential,13 Grounds/surrounding land,134 Garage,45
2018,Nillumbik,1 Residential,13 Grounds/surrounding land,135 Shed,31
2018,Nillumbik,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,8
2018,Nillumbik,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),19
2018,Nillumbik,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,202
2018,Nillumbik,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,4
2018,Nillumbik,2 Community,21 Education,211 School,31
2018,Nillumbik,2 Community,21 Education,212 School Grounds,25
2018,Nillumbik,2 Community,21 Education,213 Other Educational,5
2018,Nillumbik,2 Community,22 Health,221 Hospital,1
2018,Nillumbik,2 Community,22 Health,222 Medical Centre,5
2018,Nillumbik,2 Community,22 Health,224 Other Health,4
2018,Nillumbik,2 Community,23 Religious,231 Church,3
2018,Nillumbik,2 Community,24 Public Transport,241 Train,6
2018,Nillumbik,2 Community,24 Public Transport,242 Train Station,60
2018,Nillumbik,2 Community,24 Public Transport,243 Railway Carpark,9
2018,Nillumbik,2 Community,24 Public Transport,245 Bus/Bus Stop,5
2018,Nillumbik,2 Community,24 Public Transport,246 Depot/Terminal,1
2018,Nillumbik,2 Community,24 Public Transport,249 Taxi,1
2018,Nillumbik,2 Community,25 Other Transport,251 Private Car,7
2018,Nillumbik,2 Community,25 Other Transport,255 Carpark (Single Level),45
2018,Nillumbik,2 Community,25 Other Transport,256 Carpark (Multi Level),5
2018,Nillumbik,2 Community,25 Other Transport,257 Other Transport Type/Area,3
2018,Nillumbik,2 Community,26 Justice,261 Police Station,18
2018,Nillumbik,2 Community,26 Justice,265 Other Justice Facility,4
2018,Nillumbik,2 Community,27 Open Space,271 Parkland/Reserve,56
2018,Nillumbik,2 Community,27 Open Space,272 Rural,1
2018,Nillumbik,2 Community,27 Open Space,273 Vacant Block,2
2018,Nillumbik,2 Community,27 Open Space,275 Other Open Space,3
2018,Nillumbik,2 Community,28 Street/footpath,281 Street/Lane/Footpath,336
2018,Nillumbik,2 Community,29 Other community location,291 Cemetery,1
2018,Nillumbik,2 Community,29 Other community location,292 Civic Centre,2
2018,Nillumbik,2 Community,29 Other community location,293 Gallery,2
2018,Nillumbik,2 Community,29 Other community location,294 Car Wash,1
2018,Nillumbik,3 Other,31 Admin/professional,311 Business Office,5
2018,Nillumbik,3 Other,31 Admin/professional,312 Other Admin/Professional,4
2018,Nillumbik,3 Other,32 Financial,321 Bank,3
2018,Nillumbik,3 Other,32 Financial,323 ATM/Eftpos,1
2018,Nillumbik,3 Other,33 Retail,331 Chemist/Pharmacy,3
2018,Nillumbik,3 Other,33 Retail,3310 24Hr Convenience,4
2018,Nillumbik,3 Other,33 Retail,3311 Restaurant/Fastfood,29
2018,Nillumbik,3 Other,33 Retail,3312 Other Retail,92
2018,Nillumbik,3 Other,33 Retail,332 Service Station,64
2018,Nillumbik,3 Other,33 Retail,335 Supermarket,30
2018,Nillumbik,3 Other,33 Retail,336 Department Store,5
2018,Nillumbik,3 Other,33 Retail,337 Shopping Complex,15
2018,Nillumbik,3 Other,33 Retail,339 Milkbar,3
2018,Nillumbik,3 Other,35 Warehousing/storage,351 Warehousing/Storage,2
2018,Nillumbik,3 Other,36 Manufacturing,361 Factory,10
2018,Nillumbik,3 Other,37 Agricultural,371 Farmland/Agricultural,2
2018,Nillumbik,3 Other,37 Agricultural,373 Other Agricultural,2
2018,Nillumbik,3 Other,38 Recreational,381 Licensed Premises,30
2018,Nillumbik,3 Other,38 Recreational,384 Sport Area/Facility,11
2018,Nillumbik,3 Other,38 Recreational,385 Gaming Venue,5
2018,Nillumbik,3 Other,38 Recreational,386 Other Rec./Sports,17
2018,Nillumbik,3 Other,39 Other location,392 Other Location (Not Elsewhere),23
2018,Nillumbik,3 Other,39 Other location,393 Construction Site,12
2018,Nillumbik,3 Other,39 Other location,394 Veterinary Clinic,1
2018,Northern Grampians,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,30
2018,Northern Grampians,1 Residential,11 Dwelling - private,112 House,349
2018,Northern Grampians,1 Residential,11 Dwelling - private,113 Bungalow,3
2018,Northern Grampians,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,3
2018,Northern Grampians,1 Residential,11 Dwelling - private,117 Farm House,4
2018,Northern Grampians,1 Residential,12 Dwelling  - non-private,122 Holiday Home,5
2018,Northern Grampians,1 Residential,12 Dwelling  - non-private,124 Nursing Home,2
2018,Northern Grampians,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,8
2018,Northern Grampians,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,4
2018,Northern Grampians,1 Residential,13 Grounds/surrounding land,1310 Farm Building,1
2018,Northern Grampians,1 Residential,13 Grounds/surrounding land,132 Backyard,22
2018,Northern Grampians,1 Residential,13 Grounds/surrounding land,133 Frontyard,22
2018,Northern Grampians,1 Residential,13 Grounds/surrounding land,134 Garage,2
2018,Northern Grampians,1 Residential,13 Grounds/surrounding land,135 Shed,19
2018,Northern Grampians,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),8
2018,Northern Grampians,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,11
2018,Northern Grampians,2 Community,21 Education,211 School,16
2018,Northern Grampians,2 Community,21 Education,212 School Grounds,8
2018,Northern Grampians,2 Community,21 Education,213 Other Educational,4
2018,Northern Grampians,2 Community,22 Health,221 Hospital,11
2018,Northern Grampians,2 Community,22 Health,222 Medical Centre,2
2018,Northern Grampians,2 Community,22 Health,224 Other Health,5
2018,Northern Grampians,2 Community,24 Public Transport,242 Train Station,5
2018,Northern Grampians,2 Community,24 Public Transport,243 Railway Carpark,1
2018,Northern Grampians,2 Community,24 Public Transport,245 Bus/Bus Stop,1
2018,Northern Grampians,2 Community,25 Other Transport,251 Private Car,2
2018,Northern Grampians,2 Community,25 Other Transport,253 Boat,1
2018,Northern Grampians,2 Community,25 Other Transport,255 Carpark (Single Level),5
2018,Northern Grampians,2 Community,25 Other Transport,257 Other Transport Type/Area,1
2018,Northern Grampians,2 Community,26 Justice,261 Police Station,16
2018,Northern Grampians,2 Community,26 Justice,262 Court,18
2018,Northern Grampians,2 Community,26 Justice,265 Other Justice Facility,1
2018,Northern Grampians,2 Community,27 Open Space,271 Parkland/Reserve,33
2018,Northern Grampians,2 Community,27 Open Space,272 Rural,1
2018,Northern Grampians,2 Community,27 Open Space,275 Other Open Space,13
2018,Northern Grampians,2 Community,28 Street/footpath,281 Street/Lane/Footpath,202
2018,Northern Grampians,2 Community,29 Other community location,292 Civic Centre,1
2018,Northern Grampians,3 Other,31 Admin/professional,311 Business Office,4
2018,Northern Grampians,3 Other,31 Admin/professional,312 Other Admin/Professional,1
2018,Northern Grampians,3 Other,32 Financial,321 Bank,1
2018,Northern Grampians,3 Other,33 Retail,3311 Restaurant/Fastfood,6
2018,Northern Grampians,3 Other,33 Retail,3312 Other Retail,21
2018,Northern Grampians,3 Other,33 Retail,332 Service Station,24
2018,Northern Grampians,3 Other,33 Retail,335 Supermarket,7
2018,Northern Grampians,3 Other,33 Retail,336 Department Store,1
2018,Northern Grampians,3 Other,33 Retail,337 Shopping Complex,3
2018,Northern Grampians,3 Other,33 Retail,338 Car Sales Yard,1
2018,Northern Grampians,3 Other,33 Retail,339 Milkbar,5
2018,Northern Grampians,3 Other,35 Warehousing/storage,351 Warehousing/Storage,6
2018,Northern Grampians,3 Other,36 Manufacturing,361 Factory,6
2018,Northern Grampians,3 Other,37 Agricultural,371 Farmland/Agricultural,15
2018,Northern Grampians,3 Other,37 Agricultural,373 Other Agricultural,1
2018,Northern Grampians,3 Other,38 Recreational,381 Licensed Premises,35
2018,Northern Grampians,3 Other,38 Recreational,384 Sport Area/Facility,13
2018,Northern Grampians,3 Other,38 Recreational,385 Gaming Venue,4
2018,Northern Grampians,3 Other,38 Recreational,386 Other Rec./Sports,5
2018,Northern Grampians,3 Other,39 Other location,392 Other Location (Not Elsewhere),15
2018,Northern Grampians,3 Other,39 Other location,393 Construction Site,4
2018,Port Phillip,1 Residential,11 Dwelling - private,111 Flat/Unit/Apartment,1918
2018,Port Phillip,1 Residential,11 Dwelling - private,112 House,1188
2018,Port Phillip,1 Residential,11 Dwelling - private,113 Bungalow,3
2018,Port Phillip,1 Residential,11 Dwelling - private,114 Caravan/Mobile Home,2
2018,Port Phillip,1 Residential,11 Dwelling - private,115 Houseboat,1
2018,Port Phillip,1 Residential,11 Dwelling - private,116 Ministry Of Housing,106
2018,Port Phillip,1 Residential,11 Dwelling - private,117 Farm House,45
2018,Port Phillip,1 Residential,12 Dwelling  - non-private,121 Boarding House,75
2018,Port Phillip,1 Residential,12 Dwelling  - non-private,122 Holiday Home,3
2018,Port Phillip,1 Residential,12 Dwelling  - non-private,123 Guest House,12
2018,Port Phillip,1 Residential,12 Dwelling  - non-private,124 Nursing Home,6
2018,Port Phillip,1 Residential,12 Dwelling  - non-private,125 Hotel/Motel,93
2018,Port Phillip,1 Residential,12 Dwelling  - non-private,126 Other Dwelling,29
2018,Port Phillip,1 Residential,13 Grounds/surrounding land,131 Clothesline/Laundry,5
2018,Port Phillip,1 Residential,13 Grounds/surrounding land,132 Backyard,31
2018,Port Phillip,1 Residential,13 Grounds/surrounding land,133 Frontyard,113
2018,Port Phillip,1 Residential,13 Grounds/surrounding land,134 Garage,93
2018,Port Phillip,1 Residential,13 Grounds/surrounding land,135 Shed,9
2018,Port Phillip,1 Residential,13 Grounds/surrounding land,136 Premises Under Construction,29
2018,Port Phillip,1 Residential,13 Grounds/surrounding land,137 Other Residential (nec),62
2018,Port Phillip,1 Residential,13 Grounds/surrounding land,138 Driveway/Carport,141
2018,Port Phillip,1 Residential,13 Grounds/surrounding land,139 Carpark Multi Dwelling,400
2018,Port Phillip,2 Community,21 Education,211 School,30
2018,Port Phillip,2 Community,21 Education,212 School Grounds,27
2018,Port Phillip,2 Community,21 Education,213 Other Educational,15
2018,Port Phillip,2 Community,22 Health,221 Hospital,1
2018,Port Phillip,2 Community,22 Health,222 Medical Centre,14
2018,Port Phillip,2 Community,22 Health,223 Dental,2
2018,Port Phillip,2 Community,22 Health,224 Other Health,29
2018,Port Phillip,2 Community,23 Religious,231 Church,22
2018,Port Phillip,2 Community,23 Religious,232 Other religious,5
2018,Port Phillip,2 Community,24 Public Transport,241 Train,3
2018,Port Phillip,2 Community,24 Public Transport,242 Train Station,31
2018,Port Phillip,2 Community,24 Public Transport,243 Railway Carpark,3
2018,Port Phillip,2 Community,24 Public Transport,244 Tram/Tram Stop,73
2018,Port Phillip,2 Community,24 Public Transport,245 Bus/Bus Stop,3
2018,Port Phillip,2 Community,24 Public Transport,247 Freight Yard,1
2018,Port Phillip,2 Community,24 Public Transport,249 Taxi,15
2018,Port Phillip,2 Community,25 Other Transport,251 Private Car,27
2018,Port Phillip,2 Community,25 Other Transport,253 Boat,4
2018,Port Phillip,2 Community,25 Other Transport,254 Dock/Wharf,7
2018,Port Phillip,2 Community,25 Other Transport,255 Carpark (Single Level),236
2018,Port Phillip,2 Community,25 Other Transport,256 Carpark (Multi Level),88
2018,Port Phillip,2 Community,25 Other Transport,257 Other Transport Type/Area,11
2018,Port Phillip,2 Community,26 Justice,261 Police Station,143
2018,Port Phillip,2 Community,26 Justice,262 Court,2
2018,Port Phillip,2 Community,26 Justice,265 Other Justice Facility,10
2018,Port Phillip,2 Community,26 Justice,269 Other Justice (nec),2
2018,Port Phillip,2 Community,27 Open Space,271 Parkland/Reserve,176
2018,Port Phillip,2 Community,27 Open Space,274 Beach Foreshore,109
2018,Port Phillip,2 Community,27 Open Space,275 Other Open Space,24
2018,Port Phillip,2 Community,27 Open Space,276 Beach Car Park,10
2018,Port Phillip,2 Community,28 Street/footpath,281 Street/Lane/Footpath,4051
2018,Port Phillip,2 Community,29 Other community location,292 Civic Centre,4
2018,Port Phillip,2 Community,29 Other community location,293 Gallery,3
2018,Port Phillip,2 Community,29 Other community location,294 Car Wash,5
